citizen_id,age,gender,county,subcounty,ward,occupation,education_level,language_preference,feedback_text,feedback_category,sentiment_score,response_status,service_satisfaction_score,,submission_date
C3562,67,Male,Mombasa,Jomvu,Mikindani,Teacher,Primary,English,Healthcare facilities are understaffed.,Healthcare,2,Unresolved,2,,11/11/2023
C3563,43,Male,Mombasa,Kisauni,Mjambere,Retired,Diploma,English,Healthcare facilities are understaffed.,Healthcare,2,Pending,2,,3/5/2024
C3564,43,Male,Nairobi,Westlands,Kitisuru,Retired,PhD,English,More benefits for the elderly needed.,Pension,2,Pending,2,,10/17/2023
C3565,35,Male,Mombasa,Jomvu,Miritini,Nurse,High School,English,More resources for education needed.,Education,3,Resolved,2,,4/6/2024
C3566,62,Male,Kisumu,Nyando,Onjiko,Teacher,Diploma,Swahili,Tax rates for small businesses are too high.,Business,2,Pending,3,,2/17/2024
C3567,53,Female,Mombasa,Jomvu,Mikindani,Engineer,PhD,Swahili,Licensing process is too slow.,Business,2,Resolved,2,,2/4/2024
C3568,76,Male,Mombasa,Kisauni,Mjambere,Student,Diploma,English,Public facilities need maintenance.,Infrastructure,1,Resolved,3,,4/13/2024
C3569,43,Male,Kisumu,Kisumu Central,Railways,Engineer,Primary,English,Need more buses in my area.,Transport,3,Resolved,3,,10/7/2023
C3570,54,Male,Kiambu,Ruiru,Mugutha,Retired,Bachelor's,English,Tax rates for small businesses are too high.,Business,3,Unresolved,1,,12/12/2023
C3571,20,Female,Kisumu,Seme,North Seme,Teacher,High School,Swahili,Pension payments are delayed.,Pension,3,Unresolved,3,,1/29/2024
C3572,66,Male,Kisumu,Nyando,Onjiko,Student,PhD,Swahili,Medication is unavailable in hospitals.,Healthcare,2,Unresolved,3,,2/14/2024
C3573,76,Male,Mombasa,Jomvu,Jomvu Kuu,Engineer,PhD,English,Water supply is inconsistent.,Infrastructure,2,Resolved,2,,4/4/2024
C3574,57,Male,Mombasa,Kisauni,Mjambere,Retired,High School,English,Pension payments are delayed.,Pension,1,Pending,1,,11/5/2023
C3575,47,Male,Kisumu,Seme,Central Seme,Student,Master's,English,Pension payments are delayed.,Pension,3,Unresolved,3,,8/18/2024
C3576,32,Male,Kisumu,Kisumu Central,Market Milimani,Student,PhD,Swahili,Water supply is inconsistent.,Infrastructure,2,Resolved,3,,2/26/2024
C3577,26,Male,Mombasa,Changamwe,Chaani,Student,Primary,Swahili,Schools lack sufficient teachers.,Education,1,Unresolved,3,,9/17/2023
C3578,55,Female,Mombasa,Kisauni,Junda,Doctor,Bachelor's,English,Need support for startups.,Business,1,Unresolved,3,,9/24/2023
C3579,35,Female,Nairobi,Kasarani,Roysambu,Doctor,Diploma,English,Medication is unavailable in hospitals.,Healthcare,1,Unresolved,1,,9/22/2023
C3580,24,Male,Kiambu,Thika,Kamenu,Business,PhD,Swahili,Need support for startups.,Business,3,Resolved,3,,1/13/2024
C3581,39,Male,Kiambu,Thika,Kamenu,Retired,Primary,English,Water supply is inconsistent.,Infrastructure,3,Resolved,2,,11/2/2023
C3582,76,Female,Mombasa,Changamwe,Chaani,Nurse,Diploma,Swahili,Pension payments are delayed.,Pension,1,Pending,1,,8/9/2024
C3583,52,Female,Kiambu,Thika,Kamenu,Student,High School,English,Tax rates for small businesses are too high.,Business,3,Resolved,2,,5/28/2024
C3584,47,Female,Kiambu,Thika,Kamenu,Business,Diploma,Swahili,The curriculum is outdated.,Education,2,Resolved,2,,5/3/2024
C3585,60,Female,Kisumu,Kisumu Central,Market Milimani,Teacher,PhD,English,Water supply is inconsistent.,Infrastructure,2,Resolved,1,,5/7/2024
C3586,41,Male,Kiambu,Limuru,Limuru Central,Business,Primary,Swahili,Public facilities need maintenance.,Infrastructure,1,Unresolved,3,,5/21/2024
C3587,36,Female,Kiambu,Ruiru,Mwiki,Nurse,High School,English,Fares are too high.,Transport,2,Pending,1,,5/1/2024
C3588,43,Male,Mombasa,Kisauni,Bamburi,Nurse,PhD,English,Need more buses in my area.,Transport,3,Pending,2,,10/15/2023
C3589,70,Male,Kisumu,Kisumu Central,Migosi,Teacher,Bachelor's,English,Tax rates for small businesses are too high.,Business,3,Unresolved,2,,2/18/2024
C3590,46,Male,Kiambu,Thika,Kamenu,Business,Diploma,Swahili,The curriculum is outdated.,Education,1,Resolved,2,,10/24/2023
C3591,80,Male,Nairobi,Langata,Karen,Retired,High School,Swahili,Healthcare facilities are understaffed.,Healthcare,1,Unresolved,3,,5/2/2024
C3592,26,Male,Kiambu,Limuru,Limuru Central,Nurse,Master's,Swahili,Water supply is inconsistent.,Infrastructure,1,Unresolved,1,,4/9/2024
C3593,48,Female,Kiambu,Thika,Kiganjo,Doctor,Bachelor's,Swahili,Healthcare facilities are understaffed.,Healthcare,1,Resolved,1,,1/21/2024
C3594,45,Male,Kisumu,Kisumu Central,Railways,Business,Bachelor's,English,Tax rates for small businesses are too high.,Business,2,Unresolved,3,,12/2/2023
C3595,46,Male,Nairobi,Langata,Nyayo Highrise,Business,PhD,English,Public facilities need maintenance.,Infrastructure,1,Unresolved,2,,5/24/2024
C3596,32,Male,Kisumu,Nyando,Onjiko,Engineer,Bachelor's,Swahili,Fares are too high.,Transport,3,Pending,3,,9/29/2023
C3597,78,Female,Kisumu,Kisumu Central,Market Milimani,Engineer,Diploma,Swahili,Need more buses in my area.,Transport,2,Pending,1,,6/10/2024
C3598,54,Female,Nairobi,Kasarani,Mwiki,Doctor,Bachelor's,English,Healthcare facilities are understaffed.,Healthcare,2,Unresolved,3,,4/24/2024
C3599,35,Female,Kiambu,Limuru,Ndeiya,Business,High School,Swahili,The curriculum is outdated.,Education,2,Resolved,1,,1/15/2024
C3600,72,Male,Nairobi,Langata,Mugumu-ini,Retired,Primary,Swahili,Fares are too high.,Transport,2,Resolved,2,,6/7/2024
C3601,73,Female,Nairobi,Westlands,Parklands,Teacher,Bachelor's,Swahili,Public facilities need maintenance.,Infrastructure,2,Resolved,3,,1/21/2024
C3602,73,Female,Nairobi,Langata,Karen,Teacher,Primary,English,Public transport is unreliable.,Transport,3,Resolved,1,,9/4/2024
C3603,74,Male,Nairobi,Westlands,Kitisuru,Doctor,Diploma,English,Need more buses in my area.,Transport,3,Resolved,1,,3/31/2024
C3604,30,Male,Kiambu,Ruiru,Mwiki,Nurse,Master's,Swahili,The curriculum is outdated.,Education,2,Pending,2,,10/17/2023
C3605,36,Male,Kisumu,Seme,East Seme,Retired,High School,English,Roads are in poor condition.,Infrastructure,3,Pending,2,,3/4/2024
C3606,61,Female,Nairobi,Langata,Karen,Retired,Master's,Swahili,Lack of medical equipment.,Healthcare,3,Pending,3,,5/13/2024
C3607,36,Female,Kisumu,Nyando,Onjiko,Retired,High School,Swahili,Schools lack sufficient teachers.,Education,2,Pending,2,,9/11/2024
C3608,63,Male,Mombasa,Kisauni,Bamburi,Nurse,Primary,Swahili,Licensing process is too slow.,Business,2,Pending,2,,4/1/2024
C3609,61,Female,Nairobi,Kasarani,Mwiki,Teacher,High School,Swahili,Need more buses in my area.,Transport,3,Unresolved,2,,3/6/2024
C3610,56,Female,Nairobi,Langata,Mugumu-ini,Teacher,PhD,English,Schools lack sufficient teachers.,Education,1,Unresolved,3,,3/2/2024
C3611,65,Female,Kiambu,Limuru,Bibirioni,Doctor,PhD,English,Public facilities need maintenance.,Infrastructure,3,Unresolved,3,,11/4/2023
C3612,30,Male,Kisumu,Kisumu Central,Migosi,Engineer,High School,Swahili,More benefits for the elderly needed.,Pension,2,Pending,3,,4/24/2024
C3613,22,Male,Nairobi,Westlands,Kangemi,Retired,High School,Swahili,Water supply is inconsistent.,Infrastructure,2,Pending,1,,7/13/2024
C3614,63,Male,Nairobi,Westlands,Kangemi,Doctor,Master's,Swahili,Fares are too high.,Transport,2,Pending,2,,7/17/2024
C3615,54,Male,Nairobi,Kasarani,Roysambu,Doctor,PhD,Swahili,More resources for education needed.,Education,1,Pending,3,,11/22/2023
C3616,35,Female,Kiambu,Ruiru,Gitothua,Engineer,Diploma,Swahili,Fares are too high.,Transport,1,Resolved,2,,11/16/2023
C3617,80,Female,Nairobi,Langata,Nyayo Highrise,Student,Master's,Swahili,Healthcare facilities are understaffed.,Healthcare,2,Unresolved,2,,7/10/2024
C3618,60,Female,Nairobi,Westlands,Parklands,Business,Master's,Swahili,Water supply is inconsistent.,Infrastructure,3,Resolved,3,,5/3/2024
C3619,43,Female,Kiambu,Ruiru,Gitothua,Engineer,PhD,English,Roads are in poor condition.,Infrastructure,1,Resolved,1,,9/25/2023
C3620,33,Male,Kisumu,Kisumu Central,Migosi,Doctor,Primary,Swahili,Public facilities need maintenance.,Infrastructure,3,Unresolved,1,,4/7/2024
C3621,18,Female,Mombasa,Kisauni,Bamburi,Student,High School,English,More resources for education needed.,Education,3,Pending,1,,11/30/2023
C3622,55,Male,Kisumu,Seme,East Seme,Retired,Bachelor's,Swahili,Lack of medical equipment.,Healthcare,3,Unresolved,1,,10/12/2023
C3623,72,Female,Kiambu,Thika,Kamenu,Engineer,Bachelor's,English,More resources for education needed.,Education,1,Pending,3,,12/29/2023
C3624,72,Male,Kisumu,Kisumu Central,Migosi,Doctor,Diploma,English,Roads are in poor condition.,Infrastructure,1,Pending,2,,7/5/2024
C3625,31,Male,Mombasa,Jomvu,Miritini,Student,Bachelor's,Swahili,More benefits for the elderly needed.,Pension,1,Pending,2,,11/5/2023
C3626,21,Male,Kisumu,Seme,North Seme,Student,PhD,English,Licensing process is too slow.,Business,1,Pending,2,,8/10/2024
C3627,57,Male,Nairobi,Kasarani,Mwiki,Business,Primary,English,Medication is unavailable in hospitals.,Healthcare,2,Pending,1,,5/6/2024
C3628,69,Female,Mombasa,Kisauni,Bamburi,Teacher,Primary,Swahili,More resources for education needed.,Education,1,Resolved,1,,5/15/2024
C3629,72,Female,Kisumu,Nyando,Ahero,Student,Bachelor's,English,Water supply is inconsistent.,Infrastructure,2,Resolved,1,,3/9/2024
C3630,72,Male,Mombasa,Kisauni,Mjambere,Student,High School,English,Retirement benefits are too low.,Pension,1,Resolved,3,,12/7/2023
C3631,41,Male,Nairobi,Westlands,Kitisuru,Student,Bachelor's,English,Medication is unavailable in hospitals.,Healthcare,1,Resolved,2,,7/29/2024
C3632,51,Male,Kisumu,Kisumu Central,Railways,Business,Bachelor's,Swahili,Water supply is inconsistent.,Infrastructure,2,Pending,2,,9/19/2023
C3633,56,Male,Mombasa,Changamwe,Kipevu,Student,High School,English,Tax rates for small businesses are too high.,Business,2,Resolved,2,,1/31/2024
C3634,21,Male,Mombasa,Jomvu,Mikindani,Student,Primary,Swahili,Public transport is unreliable.,Transport,1,Unresolved,1,,12/23/2023
C3635,49,Female,Kisumu,Kisumu Central,Railways,Retired,PhD,Swahili,Medication is unavailable in hospitals.,Healthcare,2,Unresolved,3,,11/5/2023
C3636,61,Male,Nairobi,Langata,Karen,Retired,Primary,Swahili,Need support for startups.,Business,1,Pending,1,,1/26/2024
C3637,52,Male,Kisumu,Seme,North Seme,Doctor,Primary,English,Public transport is unreliable.,Transport,3,Resolved,2,,9/30/2023
C3638,60,Female,Nairobi,Westlands,Kangemi,Engineer,Master's,English,Pension payments are delayed.,Pension,2,Unresolved,3,,12/12/2023
C3639,62,Male,Kisumu,Kisumu Central,Railways,Retired,Bachelor's,Swahili,Tax rates for small businesses are too high.,Business,1,Unresolved,3,,2/25/2024
C3640,28,Male,Kiambu,Thika,Kiganjo,Nurse,High School,Swahili,Public transport is unreliable.,Transport,2,Resolved,1,,11/20/2023
C3641,39,Female,Kisumu,Kisumu Central,Railways,Business,Diploma,Swahili,Need support for startups.,Business,2,Unresolved,2,,1/3/2024
C3642,52,Female,Mombasa,Changamwe,Port Reitz,Doctor,Master's,Swahili,Need more buses in my area.,Transport,3,Unresolved,3,,5/5/2024
C3643,51,Female,Kisumu,Kisumu Central,Market Milimani,Business,Bachelor's,Swahili,Tax rates for small businesses are too high.,Business,1,Pending,2,,2/23/2024
C3644,78,Male,Mombasa,Changamwe,Port Reitz,Teacher,Diploma,Swahili,Medication is unavailable in hospitals.,Healthcare,3,Resolved,3,,11/22/2023
C3645,39,Female,Kisumu,Nyando,Onjiko,Nurse,High School,English,Public facilities need maintenance.,Infrastructure,3,Pending,2,,6/25/2024
C3646,74,Male,Mombasa,Kisauni,Mjambere,Teacher,PhD,Swahili,Roads are in poor condition.,Infrastructure,3,Resolved,2,,1/21/2024
C3647,34,Female,Kisumu,Nyando,Kobura,Teacher,High School,English,The curriculum is outdated.,Education,1,Pending,3,,1/11/2024
C3648,33,Female,Mombasa,Changamwe,Port Reitz,Nurse,Primary,English,Need more buses in my area.,Transport,2,Pending,2,,3/1/2024
C3649,24,Male,Mombasa,Jomvu,Mikindani,Doctor,High School,English,Public transport is unreliable.,Transport,1,Pending,2,,6/30/2024
C3650,65,Male,Kiambu,Thika,Kiganjo,Engineer,Master's,Swahili,Schools lack sufficient teachers.,Education,1,Resolved,3,,11/11/2023
C3651,48,Female,Kisumu,Seme,Central Seme,Retired,PhD,Swahili,Tax rates for small businesses are too high.,Business,3,Pending,1,,4/20/2024
C3652,41,Female,Kisumu,Kisumu Central,Railways,Retired,PhD,Swahili,Roads are in poor condition.,Infrastructure,1,Unresolved,3,,1/13/2024
C3653,67,Male,Mombasa,Changamwe,Port Reitz,Student,Master's,English,Retirement benefits are too low.,Pension,1,Resolved,3,,12/19/2023
C3654,70,Female,Mombasa,Changamwe,Port Reitz,Retired,PhD,English,Fares are too high.,Transport,3,Unresolved,3,,8/29/2024
C3655,66,Male,Nairobi,Westlands,Kitisuru,Retired,Diploma,English,Schools lack sufficient teachers.,Education,1,Pending,1,,2/9/2024
C3656,51,Female,Nairobi,Westlands,Kangemi,Business,Diploma,Swahili,Healthcare facilities are understaffed.,Healthcare,1,Unresolved,1,,10/8/2023
C3657,19,Female,Kiambu,Ruiru,Mwiki,Business,PhD,English,Retirement benefits are too low.,Pension,2,Unresolved,3,,11/11/2023
C3658,76,Female,Kiambu,Ruiru,Gitothua,Student,Master's,Swahili,More resources for education needed.,Education,1,Resolved,1,,4/18/2024
C3659,68,Male,Kiambu,Thika,Kamenu,Engineer,Primary,English,Licensing process is too slow.,Business,2,Unresolved,2,,4/26/2024
C3660,39,Female,Kiambu,Ruiru,Gitothua,Nurse,Diploma,English,More benefits for the elderly needed.,Pension,3,Resolved,1,,12/18/2023
C3661,29,Female,Mombasa,Jomvu,Jomvu Kuu,Nurse,High School,English,Medication is unavailable in hospitals.,Healthcare,3,Pending,3,,11/6/2023
C3662,53,Male,Kisumu,Seme,East Seme,Engineer,Bachelor's,English,Public facilities need maintenance.,Infrastructure,3,Unresolved,1,,12/1/2023
C3663,37,Male,Kiambu,Ruiru,Mwiki,Teacher,Master's,English,Lack of medical equipment.,Healthcare,3,Resolved,3,,7/5/2024
C3664,60,Female,Kiambu,Thika,Township,Retired,Diploma,English,Fares are too high.,Transport,2,Unresolved,3,,7/25/2024
C3665,76,Male,Kiambu,Thika,Township,Retired,Master's,English,Licensing process is too slow.,Business,1,Resolved,2,,3/24/2024
C3666,52,Male,Mombasa,Changamwe,Chaani,Nurse,High School,English,More benefits for the elderly needed.,Pension,1,Resolved,1,,8/21/2024
C3667,55,Male,Kiambu,Thika,Kamenu,Engineer,Diploma,Swahili,Pension payments are delayed.,Pension,2,Unresolved,1,,10/11/2023
C3668,57,Female,Kisumu,Seme,North Seme,Teacher,Diploma,English,Tax rates for small businesses are too high.,Business,3,Resolved,1,,3/30/2024
C3669,29,Male,Kiambu,Limuru,Limuru Central,Retired,High School,English,Fares are too high.,Transport,3,Unresolved,1,,1/28/2024
C3670,45,Female,Kiambu,Ruiru,Gitothua,Retired,Primary,Swahili,Fares are too high.,Transport,1,Pending,1,,11/15/2023
C3671,19,Female,Kiambu,Limuru,Ndeiya,Teacher,PhD,English,Schools lack sufficient teachers.,Education,2,Unresolved,2,,3/7/2024
C3672,51,Female,Nairobi,Kasarani,Kasarani,Student,Diploma,English,Licensing process is too slow.,Business,3,Unresolved,2,,4/10/2024
C3673,26,Male,Kisumu,Seme,East Seme,Doctor,Bachelor's,English,Schools lack sufficient teachers.,Education,2,Unresolved,1,,6/29/2024
C3674,29,Male,Nairobi,Westlands,Parklands,Retired,Bachelor's,Swahili,Need support for startups.,Business,2,Pending,2,,12/6/2023
C3675,44,Female,Kiambu,Limuru,Ndeiya,Teacher,High School,English,The curriculum is outdated.,Education,3,Resolved,3,,10/5/2023
C3676,75,Male,Nairobi,Kasarani,Mwiki,Retired,Diploma,English,Fares are too high.,Transport,2,Resolved,3,,3/23/2024
C3677,18,Female,Kiambu,Ruiru,Gitothua,Business,Primary,Swahili,Lack of medical equipment.,Healthcare,1,Pending,3,,11/15/2023
C3678,66,Female,Mombasa,Changamwe,Chaani,Business,Diploma,Swahili,Lack of medical equipment.,Healthcare,1,Unresolved,1,,6/21/2024
C3679,38,Female,Mombasa,Jomvu,Jomvu Kuu,Doctor,Primary,English,More benefits for the elderly needed.,Pension,1,Unresolved,3,,5/1/2024
C3680,75,Female,Kiambu,Limuru,Limuru Central,Teacher,Primary,English,More resources for education needed.,Education,2,Resolved,1,,12/10/2023
C3681,75,Female,Nairobi,Langata,Karen,Student,Master's,English,Need more buses in my area.,Transport,3,Pending,1,,3/1/2024
C3682,47,Female,Mombasa,Kisauni,Mjambere,Student,High School,English,Pension payments are delayed.,Pension,1,Resolved,2,,4/23/2024
C3683,73,Male,Kiambu,Limuru,Limuru Central,Student,Diploma,Swahili,Healthcare facilities are understaffed.,Healthcare,1,Pending,3,,10/22/2023
C3684,43,Female,Nairobi,Westlands,Parklands,Business,PhD,English,Public transport is unreliable.,Transport,3,Pending,3,,2/26/2024
C3685,59,Male,Mombasa,Jomvu,Mikindani,Retired,Primary,Swahili,Tax rates for small businesses are too high.,Business,1,Unresolved,3,,10/25/2023
C3686,39,Male,Kiambu,Ruiru,Gitothua,Teacher,High School,English,Fares are too high.,Transport,2,Resolved,3,,8/23/2024
C3687,48,Female,Nairobi,Westlands,Kangemi,Retired,Master's,Swahili,Need more buses in my area.,Transport,1,Pending,1,,7/24/2024
C3688,29,Female,Nairobi,Kasarani,Kasarani,Student,PhD,Swahili,Retirement benefits are too low.,Pension,3,Pending,3,,2/21/2024
C3689,46,Female,Kisumu,Nyando,Ahero,Nurse,Bachelor's,English,Retirement benefits are too low.,Pension,2,Resolved,2,,10/21/2023
C3690,19,Male,Mombasa,Jomvu,Mikindani,Teacher,Primary,English,Water supply is inconsistent.,Infrastructure,3,Resolved,1,,4/30/2024
C3691,25,Male,Kisumu,Seme,North Seme,Teacher,PhD,Swahili,Water supply is inconsistent.,Infrastructure,3,Pending,3,,8/19/2024
C3692,22,Male,Kiambu,Limuru,Bibirioni,Retired,Master's,Swahili,More benefits for the elderly needed.,Pension,3,Unresolved,1,,12/16/2023
C3693,79,Male,Kisumu,Nyando,Onjiko,Teacher,Master's,Swahili,Roads are in poor condition.,Infrastructure,1,Pending,2,,10/1/2023
C3694,58,Female,Nairobi,Langata,Nyayo Highrise,Doctor,Master's,English,Public transport is unreliable.,Transport,2,Pending,3,,3/13/2024
C3695,79,Female,Kiambu,Ruiru,Gitothua,Nurse,Bachelor's,English,Pension payments are delayed.,Pension,1,Unresolved,2,,4/14/2024
C3696,56,Male,Kisumu,Kisumu Central,Migosi,Engineer,Diploma,Swahili,Roads are in poor condition.,Infrastructure,2,Pending,2,,12/4/2023
C3697,57,Female,Nairobi,Westlands,Kangemi,Doctor,Master's,Swahili,Tax rates for small businesses are too high.,Business,1,Unresolved,3,,8/4/2024
C3698,19,Female,Kiambu,Ruiru,Mwiki,Teacher,Master's,English,Water supply is inconsistent.,Infrastructure,1,Pending,1,,6/6/2024
C3699,35,Male,Kiambu,Limuru,Ndeiya,Doctor,Master's,Swahili,Lack of medical equipment.,Healthcare,3,Pending,2,,12/31/2023
C3700,75,Female,Kiambu,Thika,Kamenu,Student,PhD,English,Public facilities need maintenance.,Infrastructure,2,Unresolved,1,,7/11/2024
C3701,24,Female,Kisumu,Nyando,Ahero,Student,Diploma,English,Need support for startups.,Business,1,Pending,2,,1/19/2024
C3702,73,Female,Mombasa,Changamwe,Port Reitz,Engineer,Master's,English,Pension payments are delayed.,Pension,1,Unresolved,2,,7/29/2024
C3703,57,Female,Kisumu,Kisumu Central,Railways,Doctor,Diploma,English,Licensing process is too slow.,Business,1,Pending,1,,8/3/2024
C3704,36,Male,Kisumu,Kisumu Central,Migosi,Doctor,PhD,English,Retirement benefits are too low.,Pension,2,Unresolved,2,,12/4/2023
C3705,50,Male,Nairobi,Kasarani,Mwiki,Engineer,Primary,Swahili,More resources for education needed.,Education,2,Resolved,2,,5/14/2024
C3706,73,Female,Mombasa,Changamwe,Port Reitz,Engineer,Master's,English,Licensing process is too slow.,Business,3,Resolved,1,,8/10/2024
C3707,47,Female,Mombasa,Jomvu,Miritini,Doctor,PhD,Swahili,The curriculum is outdated.,Education,2,Pending,1,,5/15/2024
